AGLC SKU,QUANTITY,SKU DESCRIPTION,Available Cases,Format,Subcategory,THC MIN,THC MAX,THC UOM,CBD MIN,CBD MAX,CBD UOM,EachesPerCase,New SKU This Week, On Sale , Sell Price Per Case , Orginal Price Per Case , Sell Price Per Unit ,MSRP, Recycle Fees Per Case , Deposit Fee Per Case ,Company Name,Brand Name,Product Name,Long Product Description,Merchandising Strategy,Type_(Sub 2 Category),Strain_(Sub 3 Category),Province_of_Origin,Region of Product_(Optional),Extraction Process,Dominant Terpene 1,Dominant Terpene 1 Content (%),Dominant Terpene 2,Dominant Terpene 2 Content (%),Dominant Terpene 3,Dominant Terpene 3 Content (%),Other Terpenes List,Net Content,Content UOM,Piece Qty,Piece Size,DCE (g),Master Case Height_(cm),Master Case Length_(cm),Master Case Width_(cm),Master Case Weight_(kg),External Packaging Material,Each Inner Height_(cm),Each Inner Length_(cm),Each Inner Width_(cm),Each Inner Weight_(grams),GTIN,MasterCaseGTIN
CNB-00306070,0,Indica 24 - 7g Milled Flower,95,Milled Flower,Milled Flower,210,270,mg/g,0,10,mg/g,24,FALSE,FALSE,$503.76,$503.76,$20.99,$29.99, - , - ,Aphria,Canaca,Indica 24,Indica 24 - Milled Flower,Good / Value,Indica,Blend,Ontario,Leamington,,Various,0.0,,,,,,7,g,1,7,7.0,12.7,20.32,13.97,325,PET (Polyethylene Terephthalate) /INK/VMPET (Metalized PET) /PE (Polyethylene),12.7,9,0.5,3,826966012877,20826966012871
CNB-00306072,0,Grand Daddy Purps 28g Dried Flower,128,Dried Flower,Dried Flower,200,260,mg/g,0,20,mg/g,6,FALSE,FALSE,$440.94,$440.94,$73.49,$104.99, - , - ,Aphria,Good Supply,Grand Daddy Purps,Grand Daddy Purps Dried Flower,Good / Value,Indica,Grand Daddy Purps,Ontario,Leamington,,Caryophyllene,47.54,beta-Pinene,21.31,Humulene,13.11,"Limonene,Linalool,Ocimene,Nerolidol,alpha-Bisabolol,Caryophyllene Oxide,Myrcene",28,g,1,28,28.0,13.34,30,22.7,620.5,OPP (Oriented Polypropylene) / VMPET (Metalized PET) /PE (Polyethylene),20.32,22.86,7.62,43.75,694144008734,20694144008738
CNB-00306073,0,Grand Daddy Purps 3.5g Dried Flower,350,Dried Flower,Dried Flower,200,260,mg/g,0,20,mg/g,12,FALSE,FALSE,$160.20,$160.20,$13.35,$18.99, - , - ,Aphria,Good Supply,Grand Daddy Purps,Grand Daddy Purps Dried Flower,Good / Value,Indica,Grand Daddy Purps,Ontario,Leamington,,Caryophyllene,47.54,beta-Pinene,21.31,Humulene,13.11,"Limonene,Linalool,Ocimene,Nerolidol,alpha-Bisabolol,Caryophyllene Oxide,Myrcene",3.5,g,1,3.5,3.5,12.7,20.32,13.97,241,OPP (Oriented Polypropylene) / VMPET (Metalized PET) /PE (Polyethylene),15.24,12.7,1.91,9.5,694144008611,20694144008615
CNB-00405327,0,Pink Pepper OG 7 x 0.5g Pre-Rolls,148,Pre-Roll,Pre-Rolls,200,260,mg/g,0,10,mg/g,12,FALSE,FALSE,$195.72,$195.72,$16.31,$23.49, - , - ,Aurora Cannabis,Daily Special,Pink Pepper OG,Pink Pepper OG Pre-Rolls,Good / Value,Indica,Pink Pepper OG,Ontario,,,Beta Myrcene,0.3,Limonene,0.3,Linalool,0.13,,3.5,g,7,0.5,3.5,16.5,15.5,11.43,302.5,Polypropylene,11.43,3.18,3.18,15.6,629108326142,30629108326020
CNB-00405328,0,Gasberry Pie 7 x 0.5g Pre-Rolls,419,Pre-Roll,Pre-Rolls,240,310,mg/g,0,30,mg/g,12,FALSE,FALSE,$195.72,$195.72,$16.31,$23.49, - , - ,Aurora Cannabis,Daily Special,Gasberry Pie,Gasberry Pie Pre-Rolls,Good / Value,Indica,Gasberry Pie,Ontario,,,Limonene,0.66,Myrcene,0.66,Caryophyllene,0.45,,3.5,g,7,0.5,3.5,16.5,15.5,11.43,302.5,Polypropylene,11.43,3.18,3.18,15.6,629108312145,30629108312023
CNB-00405329,0,Evergreen Kush 7 x 0.5g Pre-Rolls,23,Pre-Roll,Pre-Rolls,200,240,mg/g,0,30,mg/g,12,FALSE,FALSE,$195.72,$195.72,$16.31,$23.49, - , - ,Aurora Cannabis,Daily Special,Evergreen Kush,Evergreen Kush Pre-Rolls,Good / Value,Indica,Evergreen Kush,Ontario,,,Myrcene,0.16,Caryophyllene,0.16,Limonene,0.07,,3.5,g,7,0.5,3.5,16.5,15.5,11.43,302.5,Polypropylene,11.43,3.18,3.18,15.6,629108311148,30629108311026
CNB-00405433,0,Gasberry Pie 3.5g Dried Flower,490,Dried Flower,Dried Flower,200,275,mg/g,0,10,mg/g,12,FALSE,FALSE,$195.72,$195.72,$16.31,$23.49, - , - ,Aurora Cannabis,Daily Special,Gasberry Pie,Gasberry Pie Dried Flower,Good / Value,Indica,Gasberry Pie,Ontario,,,Limonene,35.0,Beta Myrcene,35.0,Trans Caryophyllene,25.0,,3.5,g,1,3.5,3.5,18.7,25.6,15.1,399.26,PET+ Metallic PET + Clear PE),15.24,12.38,3.81,11.53,629108297145,30629108297023
CNB-00405434,0,Gasberry Pie 15g Dried Flower,101,Dried Flower,Dried Flower,200,275,mg/g,0,10,mg/g,12,FALSE,FALSE,$658.80,$658.80,$54.90,$78.99, - , - ,Aurora Cannabis,Daily Special,Gasberry Pie,Gasberry Pie Dried Flower,Good / Value,Indica,Gasberry Pie,Ontario,,,Limonene,35.0,Beta Myrcene,35.0,Trans Caryophyllene,25.0,,15,g,1,15,15.0,17.2,25.9,24,586.84,PET+ Metallic PET + Clear PE),14.61,19.69,3.81,27.9,629108299149,30629108299027
CNB-00405435,0,Farm Gas 3.5g Dried Flower,300,Dried Flower,Dried Flower,220,280,mg/g,0,10,mg/g,12,FALSE,FALSE,$192.96,$192.96,$16.08,$22.99, - , - ,Aurora Cannabis,San Rafael,Farm Gas,Farm Gas Dried Flower,Better / Mainstream,Indica,Farm Gas,Ontario,,,Limonene,38.0,Trans Caryophyllene,32.7,Alpha Pinene,29.1,,3.5,g,1,3.5,3.5,8.45,26.05,19.5,577.49,PET Jar,6.44,6.1,6.1,33.18,628582001927,10628582001924
CNB-00405436,0,Sourdough 3.5g Dried Flower,273,Dried Flower,Dried Flower,230,290,mg/g,0,10,mg/g,12,FALSE,FALSE,$192.96,$192.96,$16.08,$22.99, - , - ,Aurora Cannabis,San Rafael,Sourdough,Sourdough Dried Flower,Better / Mainstream,Indica,Sourdough,Ontario,,,Limonene,40.0,Trans Caryophyllene,26.7,Beta Myrcene,20.0,,3.5,g,1,3.5,3.5,8.45,26.05,19.5,577.49,PET Jar,6.44,6.1,6.1,33.18,628582001934,10628582001931
CNB-00405437,0,Acapulco Gold 3.5g Dried Flower,33,Dried Flower,Dried Flower,170,230,mg/g,0,10,mg/g,12,FALSE,FALSE,$394.44,$394.44,$32.87,$46.99, - , - ,Aurora Cannabis,Whistler,Acapulco Gold,Acapulco Gold Dried Flower,Best / Premium,Sativa,Acapulco Gold,British Columbia,,,Terpineol,30.0,Beta Caryophyllene,25.0,Limonene,25.0,,3.5,g,1,3.5,3.5,9.15,27.14,20.48,2017.74,Frosted glass,7.2,6.1,6.1,146.87,628242201001,10628242201008
CNB-00405615,0,Pink Kush 3.5g Dried Flower,50,Dried Flower,Dried Flower,200,260,mg/g,0,10,mg/g,12,FALSE,FALSE,$192.96,$192.96,$16.08,$22.99, - , - ,Aurora Cannabis,San Rafael '71,Pink Kush,"Chill out beach-style with the sunsational Pink Kush. Historically, this high-THC indica gets its glow from the world-famous West Coast OG Kush. A desirably dense, dark green bud, striped with deep purple hues make this perfect for unwinding by the waves. This punchy bud has a far out and fresh lemony aroma with notes of spice, pine and lavender.
Toke it easy with Pink Kush! Enjoy that movie marathon. Vibe out to new tunes. Smash that new high score! Totally up to you. Pink Kush is hang dried, hand finished, hand bottled and includes a free humidity pack -- so you only get the biggest, frostiest, and freshest buds.",Better / Mainstream,Indica,Pink Kush,Ontario,,,Beta Myrcene,30.0,Limonene,30.0,Linalool,10.0,,3.5,g,1,3.5,3.5,8.45,26.05,19.5,557,PET,6.44,6.1,6.1,29.68,0628582000357,20628582000351
CNB-00405616,0,Tangerine Dream 3.5g Dried Flower,0,Dried Flower,Dried Flower,110,119,mg/g,0,10,mg/g,12,FALSE,FALSE,$192.96,$192.96,$16.08,$22.99, - , - ,Aurora Cannabis,San Rafael '71,Tangerine Dream,"At San Rafael '71, the skies are never grey with the award-winning Tangerine Dream. This high-quality, mid-potency THC sativa is down for whatever the day brings. With striking, unmistakable deep purple bud and a strong citrusy aroma, this sativa is one you gotta blaze to believe. 
Exploding with orange citrusy notes, Tangerine Dream's mid-THC makes it the perfect bud to pair up with your day. Clean your whole house with a silly grin. Meditate in a park. Shred that guitar.
*2019 Canadian Cannabis Award for Top Sativa Flower",Better / Mainstream,Sativa,Tangerine Dream,Ontario,,,Beta Myrcene,40.0,Alpha Pinene,10.0,Trans Caryophyllene,10.0,,3.5,g,1,3.5,3.5,8.45,26.05,19.5,557,PET,6.44,6.1,6.1,29.68,00628582000524,20628582000528
CNB-00405617,0,Bubba Kush 3.5g Dried Flower,65,Dried Flower,Dried Flower,220,290,mg/g,0,10,mg/g,12,FALSE,FALSE,$382.80,$382.80,$31.90,$45.99, - , - ,Aurora Cannabis,Whistler Cannabis Co,Bubba Kush,"Our Bubba Kush is a small batch high-THC indica strain, organic certified, grown in living soil then harvested by hand to help preserve bud quality.Our Bubba Kush is a small batch high-THC indica strain, organic certified, grown in living soil then harvested by hand to help preserve bud quality.
",Best / Premium,Indica,Bubba Kush,British Columbia,,,Limonene,60.0,Beta Myrcene,30.0,Linalool,20.0,,3.5,g,1,3.5,3.5,9.15,27.14,20.48,2018,Glass,7.2,6.1,6.1,143.87,0628242200905,10628242200902
CNB-00405618,0,Sour Jack 3.5g Dried Flower,67,Dried Flower,Dried Flower,220,290,mg/g,0,10,mg/g,12,FALSE,FALSE,$382.80,$382.80,$31.90,$45.99, - , - ,Aurora Cannabis,Whistler Cannabis Co,Sour Jack,"A rare and sought-after high-THC hybrid strain, Sour Jack is historically a union between Sour Diesel and Jack Herer. Our Sour Jack strain is grown in living soil, in small batches and is pesticide-free, and organic certified by the Fraser Valley Organic Producers Association (FVOPA). Cultivated by people with a passion for cannabis in a region globally recognized for growing the best, we harvest our flower by hand, hang dry and cure to perfection. To make sure this gem really shines, we pack our dried cannabis flower by hand and include a humidity pack with every purchase to help ensure bud quality and preserve all those cannabinoids and pungent terpenes. Sour Jack is a strain characterized by intense green leaves, tangerine pistils and powerful tropical-fuel perfume resulting from a terpene profile rich in myrcene and d-limonene, along with trans-nerolidol, linalool and caryophyllene.",Best / Premium,Sativa,Sour Jack,British Columbia,,,Beta Caryophyllene,30.0,Limonene,20.0,Linalool,20.0,,3.5,g,1,3.5,3.5,9.15,27.14,20.48,2018,Glass,7.2,6.1,6.1,143.87,0628242200912,10628242200919
CNB-00405619,0,Bubba Kush 2 x 0.5g Pre-Rolls,10,Pre-Roll,Pre-Rolls,210,270,mg/g,0,10,mg/g,24,FALSE,FALSE,$310.80,$310.80,$12.95,$18.99, - , - ,Aurora Cannabis,Whistler Cannabis Co,Bubba Kush,"Aromas of earth and pine intertwine with a honey-like sweetness. Leaves the colour of a deep purple twilight mingle with the vibrant greens of a new fern after a spring rainburst. Reaching for the sunlight, this strikingly exotic and elegant flower would be at home in any decorative garden. Its lineage may be murky and unknown, but Bubba Kush is anything but. Famed for its unforgettable scent and heavy trichome frosting, this strain is a unique fusion of earthy flavours and soft sweetness. 
",Best / Premium,Indica,Bubba Kush,British Columbia,,,Limonene,60.0,Beta Myrcene,20.0,Linalool,20.0,,1,g,2,0.5,1.0,14.8,15.8,13.7,345.7,Cardboard,12.7,6.55,2,22,00628242200417,10628242200414
CNB-00405620,0,Sour Jack 2 x 0.5g Pre-Rolls,24,Pre-Roll,Pre-Rolls,200,240,mg/g,0,10,mg/g,24,FALSE,FALSE,$310.80,$310.80,$12.95,$18.99, - , - ,Aurora Cannabis,Whistler Cannabis Co,Sour Jack,"Sour Jack organic pre-rolls are made with our high-THC hybrid strain, which is historically a cross between Sour Diesel and Jack Herer. Characterized by intense green leaves, tangerine pistils and a powerful citrus scent accented with a twang of diesel. Our Sour Jack strain is cultivated in small batches by people with a passion for cannabis, in a region globally recognized for growing the best. Our flower is organic certified by the Fraser Valley Organic Producers Association, pesticide-free and grown in living soil.We harvest by hand, hang dry and cure to perfection. Our pre-rolls are packaged with a humidity pack to help preserve cannabinoids, terpenes and quality.",Best / Premium,Sativa,Sour Jack,British Columbia,,,Beta Caryophyllene,30.0,Limonene,20.0,Linalool,20.0,,1,g,2,0.5,1.0,14.8,15.8,13.7,345.7,Cardboard,12.7,6.55,2,22,00628242200639,10628242200636
CNB-00405621,0,DS Indica Js 7 x 0.3g Pre-Rolls,263,Pre-Roll,Pre-Rolls,180,240,mg/g,0,30,mg/g,12,FALSE,FALSE,$133.44,$133.44,$11.12,$15.99, - , - ,Aurora Cannabis,Daily Special,Indica Js,"Daily Special Indica Js contain seven pre-rolls per pack, delivering quality, high-THC flower for great value. Convenient and ready-to-smoke, these pre-rolls are packed with cannabis milled from whole flower (never shake) so you can enjoy a smooth-burning smoke without the work.",Good / Value,Indica,Blend,Ontario,,,Myrcene,16.0,Caryophyllene,16.0,Limonene,7.0,,2.1,g,7,0.3,2.1,13.4,14,10.8,302.5,Polypropylene,11.43,3.18,3.18,14.2,00629108250140,30629108250028
CNB-00405622,0,DS Sativa Js 7 x 0.3g Pre-Rolls,100,Pre-Roll,Pre-Rolls,200,240,mg/g,0,30,mg/g,12,FALSE,FALSE,$133.44,$133.44,$11.12,$15.99, - , - ,Aurora Cannabis,Daily Special,Sativa Js,"Daily Special Sativa Js contain seven pre-rolls per pack, delivering quality, high-THC flower at a low cost. Convenient and ready-to-smoke, these pre-rolls are packed with cannabis milled from whole flower (never shake) so you can enjoy a smooth-burning smoke without the work.",Good / Value,Sativa,Blend,Ontario,,,Terpinolene,11.0,Caryophyllene,7.0,Myrcene,6.0,,2.1,g,7,0.3,2.1,13.4,14,10.8,302.5,Polypropylene,11.43,3.18,3.18,14.2,00629108249144,30629108249022
CNB-00405623,0,San Rafael '71 Blaspberry Soft Chews 4x4.3 g,236,Edible,Soft Chews,10,10,mg,0,0.3,mg,12,FALSE,FALSE,$45.12,$45.12,$3.76,$5.99, - , - ,Aurora Cannabis,San Rafael '71,Blaspberry Soft Chews,"Our Blaspberry Indica Soft Chews are a tangy, berry-flavoured cannabis edible made from a high-quality indica cannabinoid extract. And like all of our edibles, the cannabis extract in our Blaspberry Indica Soft Chews is distributed consistently, creating an evenly dosed and reliable product. Each package contains four 2.5mg THC chews, perfect for sharing.",Better / Mainstream,Indica,Soft Chews,Alberta,,,Terpenes Removed,0.0,,,,,,17.2,g,4,4.3,1.1,15.1,19.6,13.4,1000,PET; PP,6.1,6.1,6.1,27.1,628582001484,10628582001481
CNB-00405624,0,San Rafael '71 Pineapple Soft Chews 4x4.3 g,0,Edible,Soft Chews,10,10,mg,0,0.3,mg,12,FALSE,FALSE,$54.72,$54.72,$4.56,$7.99, - , - ,Aurora Cannabis,San Rafael '71,Pineapple Soft Chews,"Our Pineapple Sativa Soft Chews are a tangy, tropical fruit flavoured cannabis edible made from high-quality sativa cannabinoid extract. And like all of our edibles, the cannabis extract in the Pineapple Sativa Soft Chews is distributed consistently, creating an evenly dosed and reliable product. Each package contains four 2.5mg THC chews, perfect for sharing.",Better / Mainstream,Sativa,Soft Chews,Alberta,,,Terpenes Removed,0.0,,,,,,17.2,g,4,4.3,1.1,15.1,19.6,13.4,1000,PET; PP,6.1,6.1,6.1,27.1,628582001491,10628582001498
CNB-00405946,0,Sourdough 3 x 0.5g Pre-Rolls,11,Pre-Roll,Pre-Rolls,220,280,mg/g,0,30,mg/g,12,FALSE,FALSE,$142.32,$142.32,$11.86,$16.99, - , - ,Aurora Cannabis,San Rafael,Sourdough,Sourdough Pre-Rolls,Better / Mainstream,Indica,Sourdough,Ontario,,,Limonene,22.0,Caryophyllene,14.0,Myrcene,1.0,,1.5,g,3,0.5,1.5,11.11,15.24,10.16,772.4,Tin,1.45,10.45,7.3,59.2,628582002160,10628582002167
CNB-00405948,0,Nightmare Fuel Js 7 x 0.5g Pre-Rolls,36,Pre-Roll,Pre-Rolls,200,260,mg/g,0,30,mg/g,12,FALSE,FALSE,$195.72,$195.72,$16.31,$23.49, - , - ,Aurora Cannabis,Daily Special,Nightmare Fuel Js,Nightmare Fuel Js Pre-Rolls,Better / Mainstream,Indica,Nightmare Fuel,Ontario,,,Limonene,36.6,Beta Caryophyllene,13.7,Alpha Pinene,7.7,,3.5,g,7,0.5,3.5,13.3,14,10.8,302.5,Polypropylene,11.43,3.18,3.18,15.6,629108216146,30629108216024
CNB-00406076,0,Organic BC White Grape OG 3.5g Dried Flower,124,Dried Flower,Dried Flower,210,270,mg/g,0,30,mg/g,12,FALSE,FALSE,$394.44,$394.44,$32.87,$46.99, - , - ,Aurora Cannabis,Whistler,Organic BC White Grape OG,Organic BC White Grape OG Dried Flower,Best / Premium,Hybrid,White Grape,Ontario,,,Farnesene,41.0,Trans Caryophyllene,33.0,Limonene,26.0,,3.5,g,1,3.5,3.5,9.15,27.14,20.48,2017.74,Glass,7.2,6.1,6.1,144.37,628242201018,10628242201015
CNB-00406077,0,Electric Honeydew 3.5g Dried Flower,37,Dried Flower,Dried Flower,240,300,mg/g,0,30,mg/g,12,FALSE,FALSE,$192.96,$192.96,$16.08,$22.99, - , - ,Aurora Cannabis,San Rafael,Electric Honeydew,Electric Honeydew Dried Flower,Better / Mainstream,Hybrid,Electric Honeydew,Ontario,,,Myrcene,47.0,Limonene,37.0,Humulene,16.0,,3.5,g,1,3.5,3.5,8.45,26.05,19.5,557.49,PET,6.44,6.1,6.1,33.18,628582002153,10628582002150
CNB-00406078,0,Pink Pepper OG 3.5g Dried Flower,134,Dried Flower,Dried Flower,200,260,mg/g,0,30,mg/g,12,FALSE,FALSE,$195.72,$195.72,$16.31,$23.49, - , - ,Aurora Cannabis,Daily Special,Pink Pepper OG,Pink Pepper OG Dried Flower,Good / Value,Indica,Pink Pepper OG,Ontario,,,Beta Myrcene,30.0,Limonene,0.3,Linalool,13.0,,3.5,g,1,3.5,3.5,18.7,25.6,15.1,399.26,PET,15.24,12.38,3.81,11.53,629108324148,30629108324026
CNB-00406079,0,Pink Pepper OG 15g Dried Flower,158,Dried Flower,Dried Flower,200,260,mg/g,0,30,mg/g,12,FALSE,FALSE,$658.80,$658.80,$54.90,$78.49, - , - ,Aurora Cannabis,Daily Special,Pink Pepper OG,Pink Pepper OG Dried Flower,Good / Value,Indica,Pink Pepper OG,Ontario,,,Beta Myrcene,30.0,Limonene,0.3,Linalool,13.0,,15,g,1,15,15.0,17.2,25.9,24,586.64,PET,14.61,19.69,3.81,27.9,629108325145,30629108325023
CNB-00406080,0,Nightmare Fuel 3.5g Dried Flower,311,Dried Flower,Dried Flower,220,280,mg/g,0,30,mg/g,12,FALSE,FALSE,$195.72,$195.72,$16.31,$23.49, - , - ,Aurora Cannabis,Daily Special,Nightmare Fuel,Nightmare Fuel Dried Flower,Better / Mainstream,Indica,Nightmare Fuel,Ontario,,,Limonene,37.0,Beta Caryophyllene,14.0,Alpha Pinene,8.0,,3.5,g,1,3.5,3.5,18.7,25.6,15.1,399.26,PET,15.24,12.38,3.81,11.53,629108214142,30629108214020
CNB-00406082,0,Nightmare Fuel 15g Dried Flower,182,Dried Flower,Dried Flower,220,280,mg/g,0,30,mg/g,12,FALSE,FALSE,$658.80,$658.80,$54.90,$78.49, - , - ,Aurora Cannabis,Daily Special,Nightmare Fuel,Nightmare Fuel Dried Flower,Better / Mainstream,Indica,Nightmare Fuel,Ontario,,,Limonene,37.0,Beta Caryophyllene,14.0,Alpha Pinene,8.0,,15,g,1,15,15.0,17.2,25.9,24,586.64,PET,14.61,19.69,3.81,27.9,629108244149,30629108244027
CNB-00704818,0,Krush 28g Dried Flower,11,Dried Flower,Dried Flower,200,250,mg/g,0,10,mg/g,4,FALSE,FALSE,$593.60,$593.60,$148.40,$211.99, - , - ,Emblem Cannabis,Nith & Grand,Krussian,"Krush is faithful to its lineage of Black Domina and White Russian; high in THC with an earthy aroma of hops and black pepper with notes of pine and cedar. Once sparked, expect a sweet tropical flavour with a hint of lychee on the finish.",Best / Premium,Indica,Black Domina x White Russian,Ontario,,,Myrcene,25.0,Caryophyllene,15.0,Alpha/Beta Pinene,15.0,Farnesene,28,g,1,28,28.0,15.24,25.4,15.24,250,Plastic,24.9,15.2,6,56.5,882464005728,20882464005722
CNB-00706135,0,Divvy Cropped CBD Harvest 14g Milled Flower,71,Milled Flower,Milled Flower,0,20,mg/g,120,180,mg/g,12,FALSE,FALSE,$453.48,$453.48,$37.79,$53.99, - , - ,Emblem Cannabis,Divvy,Cropped CBD,Divvy Cropped CBD Harvest Milled Flower,Good / Value,Hybrid,Nebula II CBD,Ontario,,,Caryophyllene,21.2,Myrcene,19.2,Bisabolol,12.7,,14,g,1,14,14.0,15.24,22.86,22.86,460,Plastic,13,16.8,5.2,22.6,882464005797,20882464005791
CNB-01002122,0,Edison Bytes Gingerbread Chocolate Truffles 2x12 g,0,Edible,Chocolate,10,10,mg,0,1.7,mg,24,FALSE,FALSE,$45.84,$45.84,$1.91,$3.49, - , - ,Organigram,EDISON,Bytes Gingerbread Chocolate Truffles Duo Pack,"Get ready for something truly indulgent. Delicately spicy gingerbread flavours mingle with Edison's signature rich milk chocolate. Available for a limited time only, these 5mg THC truffles (two per pack) divide 10mg of THC between two equal portions. At Edison it is about more than just making infused chocolate. We combine classic chocolatier practices with modern extraction techniques to create edible innovation.",Better / Mainstream,Hybrid,Chocolate,New Brunswick,Moncton,,,,,,,,,24,g,2,12,1.6,11.1,28.4,25.4,740,Fiber (paperboard),3.5,12.4,6.6,48.1,671148406063,10671148406060
CNB-01005524,0,Dough Lato 28g Dried Flower,105,Dried Flower,Dried Flower,180,240,mg/g,0,1.5,mg/g,6,FALSE,FALSE,$559.68,$559.68,$93.28,$134.99, - , - ,Organigram,Big Bag O' Buds,Big Bag O' Buds Dough Lato,Dough Lato Dried Flower,Good / Value,Indica,Dolato x Moonbeam,New Brunswick,Moncton,,Caryophyllene,0.0,Limonene,0.0,Linalool,0.0,,28,g,1,28,28.0,13.6,30.48,23.3,471,Poly Pet Bag,24.9,0,6,42,671148601260,10671148601267
